layer,variant,distance,mean_cos
12,raw,45,0.617109
12,raw,46,0.616522
12,raw,47,0.615614
12,raw,48,0.613901
12,raw,49,0.612706
12,raw,50,0.612648
12,raw,51,0.611402
12,raw,52,0.610264
12,raw,53,0.609322
12,raw,54,0.608261
12,raw,55,0.606807
12,raw,56,0.605254
12,raw,57,0.604097
12,raw,58,0.603132
12,raw,59,0.601713
12,raw,60,0.601587
12,raw,61,0.600862
12,raw,62,0.600648
12,raw,63,0.602131
12,raw,64,0.602601
12,raw,65,0.602495
12,raw,66,0.602418
12,raw,67,0.603228
12,raw,68,0.602136
12,raw,69,0.602667
12,raw,70,0.602834
12,raw,71,0.602476
12,raw,72,0.595764
12,raw,73,0.589143
12,centered,0,0.0752699
12,centered,1,0.0738789
12,centered,2,0.0722813
12,centered,3,0.0721964
12,centered,4,0.0714496
12,centered,5,0.0709926
12,centered,6,0.0701852
12,centered,7,0.0692168
12,centered,8,0.0693172
12,centered,9,0.0683995
12,centered,10,0.0670614
12,centered,11,0.0667531
12,centered,12,0.0659738
12,centered,13,0.0653107
12,centered,14,0.0647269
12,centered,15,0.0638739
12,centered,16,0.0631244
12,centered,17,0.0623925
12,centered,18,0.0616391
12,centered,19,0.0607608
12,centered,20,0.0600136
12,centered,21,0.0590627
12,centered,22,0.0578821
12,centered,23,0.0572348
12,centered,24,0.0564685
12,centered,25,0.0551556
12,centered,26,0.0544045
12,centered,27,0.0532163
12,centered,28,0.0518521
12,centered,29,0.05109
12,centered,30,0.0501031
12,centered,31,0.0491676
12,centered,32,0.0478348
12,centered,33,0.0470318
12,centered,34,0.0455757
12,centered,35,0.0439393
12,centered,36,0.0429458
12,centered,37,0.0416975
12,centered,38,0.0399916
12,centered,39,0.0388979
12,centered,40,0.0373344
12,centered,41,0.0358176
12,centered,42,0.0345365
12,centered,43,0.0332441
12,centered,44,0.0319658
12,centered,45,0.0307983
12,centered,46,0.0297539
12,centered,47,0.0280329
12,centered,48,0.0261197
12,centered,49,0.0245004
12,centered,50,0.0236955
12,centered,51,0.0220183
12,centered,52,0.0205186
12,centered,53,0.0187036
12,centered,54,0.0172802
12,centered,55,0.0157662
12,centered,56,0.0134216
12,centered,57,0.0116237
12,centered,58,0.0101835
12,centered,59,0.00769473
12,centered,60,0.00768352
12,centered,61,0.00581268
12,centered,62,0.00540783
12,centered,63,0.00747332
12,centered,64,0.00540325
12,centered,65,0.00451965
12,centered,66,0.00553966
12,centered,67,0.00383131
12,centered,68,0.00326919
12,centered,69,0.00651292
12,centered,70,0.00622693
12,centered,71,0.0147864
12,centered,72,-0.000671042
12,centered,73,-0.0313744
14,raw,0,0.650153
14,raw,1,0.649713
14,raw,2,0.649258
14,raw,3,0.649499
14,raw,4,0.649356
14,raw,5,0.649524
14,raw,6,0.649221
14,raw,7,0.648957
14,raw,8,0.649524
14,raw,9,0.649175
14,raw,10,0.64877
14,raw,11,0.649035
14,raw,12,0.648925
14,raw,13,0.64884
14,raw,14,0.648773
14,raw,15,0.648483
14,raw,16,0.648198
14,raw,17,0.647893
14,raw,18,0.647586
14,raw,19,0.647214
14,raw,20,0.646885
14,raw,21,0.646393
14,raw,22,0.645918
